id,lat,lng,horario,tipo,direccion
821,-99.99999,-99.99999, 09:00 a 18:00 hs,Centro de Carga,GAS CULTURA 1377
822,-34.64751,-58.62109, 08:00 a 16:00 hs,Centro de Carga,SALTA 84
823,-34.6493,-58.61753, 09:00 a 21:00 hs,Centro de Carga,AV. RIVADAVIA 18014
824,-34.6474,-58.61823, 06:00 a 21:00 hs,Centro de Carga, CRISOLOGO LARRALDE 678
825,-34.6474,-58.6178, 06:00 a 21:00 hs,Centro de Carga,CRISOLOGO LARRALDE 641
826,-34.64849,-58.61963, 07:00 a 21:00 hs,Centro de Carga,SARMIENTO 787
827,-34.69245,-58.63695, 09:00 a 21:00 hs,Centro de Carga,AV.CALLAO 1384
828,-34.65624,-58.60526, 10:00 a 20:00 hs,Centro de Carga,DOMINGO FRENCH 806
829,-34.65176,-58.61845, 00:00 a 00:00 hs,Centro de Carga,NUESTRA SEÑORA DEL BUEN VIAJE 687
830,-34.65456,-58.61985, 00:00 a 00:00 hs,Centro de Carga,25 DE MAYO 599
831,-34.64731,-58.61757, 09:00 a 18:00 hs,Centro de Carga,CRISOLOGO LARRALDE 608
832,-34.63906,-58.62584, 09:00 a 18:00 hs,Centro de Carga,AV. JUAN MANUEL DE ROSAS 348
833,-34.53092,-58.73059, 09:00 a 23:00 hs,Centro de Carga,DON BOSCO 6407
834,-34.64726,-58.61648, 07:00 a 23:00 hs,Centro de Carga,AV. GRAL. M. AZCUENAGA 301
835,-34.64924,-58.61944, 07:00 a 23:00 hs,Centro de Carga,RIVADAVIA 18173
836,-34.63144,-58.53767, 09:00 a 18:00 hs,Centro de Carga,BROWN 746
837,-34.64919,-58.62251, 07:00 a 23:00 hs,Centro de Carga,AV. RIVADAVIA 18389
838,-34.54426,-58.73846, 07:00 a 23:00 hs,Centro de Carga,WILLIAMS MORRIS 2966
839,-34.64957,-58.41615, 06:00 a 19:30 hs,Centro de Carga,AV. SAENZ 790
840,-34.65278,-58.41651, 06:00 a 20:00 hs,Centro de Carga,AVENIDA SAENZ 1100
841,-34.64204,-58.4161, 08:00 a 20:00 hs,Centro de Carga,ECHAURI 1567
842,-34.64423,-58.42159, 09:00 a 18:00 hs,Centro de Carga,AV. LA PLATA 2528
843,-34.54025,-58.46385, 07:30 a 19:00 hs,Centro de Carga,AV. DEL LIBERTADOR 810
844,-34.54753,-58.46542, 09:00 a 21:00 hs,Centro de Carga,CRISOLOGO LARRALDE 2116
845,-34.44883,-58.6657, 09:00 a 20:00 hs,Centro de Carga,AV. DE LOS CONSTITUYENTES 2689
846,-34.45017,-58.6537, 09:00 a 22:00 hs,Centro de Carga,VENTANITA FLORIDA 176
847,-34.60907,-58.58698, 10:00 a 12:00 hs,Centro de Carga,JOSE HERNANDEZ 715
848,-34.60561,-58.92846, 07:30 a 21:00 hs,Centro de Carga,AV DOCTOR RICARDO BALBIN 150
849,-34.61391,-58.96887, 09:00 a 20:00 hs,Centro de Carga,BDO DE IRIGOYREN 776
850,-34.58333,-58.57569, 09:00 a 22:00 hs,Centro de Carga,CARLOS ECHAGUE 8257
851,-34.71847,-58.2587, 09:00 a 20:00 hs,Centro de Carga,ALMIRANTE BROWN	 410
852,-34.72206,-58.25993, 09:00 a 15:00 hs,Centro de Carga,ALVEAR 643
853,-34.72353,-58.25844, 07:00 a 20:00 hs,Centro de Carga,ALEM 103
854,-34.72708,-58.26805, 09:00 a 18:00 hs,Centro de Carga,CARLOS PELLEGRINI	 703
855,-34.74207,-58.27933, 09:00 a 18:00 hs,Centro de Carga,JOAQUIN GONZALEZ 2001
856,-34.71443,-58.29871, 09:00 a 18:00 hs,Centro de Carga,COMANDANTE FRANCO 850
857,-34.71949,-58.26062, 09:00 a 18:00 hs,Centro de Carga,COLON 147
858,-34.72918,-58.2629, 09:00 a 18:00 hs,Centro de Carga,AV 12 DE OCTUBRE 440
859,-34.73882,-58.28223, 09:00 a 18:00 hs,Centro de Carga,AV 12 DE OCTUBRE 2347
860,-34.76962,-58.2709, 09:00 a 18:00 hs,Centro de Carga,AV CALCHAQUI 5186
861,-34.73605,-58.29463, 09:00 a 18:00 hs,Centro de Carga,AV CALCHAQUI 836
862,-34.71858,-58.27425, 09:00 a 18:00 hs,Centro de Carga,ANDRES BARANDA 200
863,-34.7597,-58.51382, 09:00 a 18:00 hs,Centro de Carga,AV. CALCHAQUI 3950
864,-34.71932,-58.25414, 09:00 a 19:00 hs,Centro de Carga,SARMIENTO	 546
865,-34.72145,-58.25402, 07:00 a 23:00 hs,Centro de Carga,ALEM 347
866,-34.7235,-58.25863, 09:00 a 18:00 hs,Centro de Carga,ALEM 97
867,-34.72209,-58.2457, 09:00 a 18:00 hs,Centro de Carga,ALISON BELL 873 873
868,-34.63621,-58.39716, 07:00 a 23:00 hs,Centro de Carga,AV LOS QUILMES 1
869,-34.7597,-58.27882, 09:00 a 18:00 hs,Centro de Carga,AV. CALCHAQUI 3950
870,-34.78488,-58.34392, 09:00 a 21:00 hs,Centro de Carga,AV. SAN MARTIN 4283
871,-34.79308,-58.36046, 09:30 a 21:00 hs,Centro de Carga,20 DE SEPTIEMBRE 1517
872,-34.79482,-58.35714, 09:00 a 19:00 hs,Centro de Carga,ALTAMIRA 1821
873,-34.81366,-58.39651, 09:00 a 22:00 hs,Centro de Carga,AVENIDA SAN MARTIN 4077
874,-34.78472,-58.34481, 09:30 a 22:00 hs,Centro de Carga,AV. SAN MARTIN	 4267
875,-34.78603,-58.33978, 08:00 a 21:00 hs,Centro de Carga,BORODIN 1893
876,-34.78135,-58.34191, 10:00 a 17:00 hs,Centro de Carga,MARATURE 4655
877,-34.78295,-58.33412, 09:00 a 22:00 hs,Centro de Carga,VASCO NUÑEZ DE BALBOA 1852
878,-34.79348,-58.36083, 07:00 a 23:00 hs,Centro de Carga,AV SAN MARTIN 3085
879,-34.58079,-58.51514, 09:00 a 21:00 hs,Centro de Carga,AV. RODRIGUEZ PEÑA 4706
880,-34.56312,-58.52241, 08:00 a 23:59 hs,Centro de Carga,MATHEU 1660
881,-34.54718,-58.50237, 09:00 a 18:00 hs,Centro de Carga,LAPRIDA 3606
882,-34.572,-58.5056, 08:30 a 14:00 hs 17:00 a 22:00 hs,Centro de Carga,AV. CONSTITUYENTES 6020
883,-34.57201,-58.50561, 09:00 a 18:00 hs,Centro de Carga,AV. CONSTITUYENTES 6020
884,-34.40644,-58.85753, 10:00 a 18:00 hs,Centro de Carga,AV. PUEYRREDON 5430
885,-34.62932,-58.57062, 10:00 a 18:00 hs,Centro de Carga,ILLIA 697
886,-34.66234,-58.4349, 08:30 a 14:00 hs 16:00 a 21:00 hs,Centro de Carga,FRANCISCO I. RABANAL 2801
887,-34.56571,-58.48247, 08:00 a 20:00 hs,Centro de Carga,AV CONGRESO 4395
888,-34.57691,-58.48233, 08:00 a 20:00 hs,Centro de Carga,AV TRIUNVIRATO 4369
889,-34.57765,-58.49453, 10:00 a 19:00 hs,Centro de Carga,AV.ROOSVELT 5749
890,-34.8996,-58.70138, 07:00 a 21:00 hs,Centro de Carga,SAN CARLOS 6030
891,-34.84262,-58.64522, 09:00 a 18:00 hs,Centro de Carga,MONTECARLO 625
892,-34.46646,-58.58457, 08:00 a 20:00 hs,Centro de Carga,AV. AVELLANEDA 4801
893,-34.46837,-58.58864, 09:00 a 18:00 hs,Centro de Carga,AVELLANEDA 5176
894,-34.46988,-58.58919, 08:30 a 10:30 hs,Centro de Carga,PEREZ GALDOS 1728
895,-34.46537,-58.5825, 07:00 a 22:30 hs,Centro de Carga,AV AVELLANEDA 4620
896,-34.46515,-58.58358, 09:00 a 13:00 hs 16:00 a 20:00 hs,Centro de Carga,PARANA 2028
897,-34.46401,-58.57936, 09:00 a 18:00 hs,Centro de Carga,AV. NICOLÁS AVELLANEDA 4325
898,-34.70272,-58.32409, 08:00 a 21:00 hs,Centro de Carga,BELGRANO 5901
899,-34.70033,-58.31773, 10:00 a 18:00 hs,Centro de Carga,ZEBALLOS 5991
900,-34.70271,-58.32408, 09:00 a 18:00 hs,Centro de Carga,AV. DR. MANUEL BELGRANO 5901
901,-34.11326,-59.02031, 08:00 a 22:00 hs,Centro de Carga,AV. GRAL. LAVALLE 1878
902,-34.98954,-58.37333, 08:00 a 21:00 hs,Centro de Carga,SEGUÍ 696
903,-34.60839,-58.43872, 08:00 a 21:00 hs,Centro de Carga,AV DIAZ VELEZ 5092
904,-34.74308,-58.39451, 08:00 a 21:00 hs,Centro de Carga,MAIPÚ 106
905,-34.74363,-58.40774, 08:00 a 20:00 hs,Centro de Carga,ALBERTO LARROQUE 881
906,-34.74823,-58.41129, 08:00 a 20:00 hs,Centro de Carga,GRAL JUAN GREGORIO DE LAS HERAS 1160
907,-34.3595,-58.80147, 08:00 a 21:00 hs,Centro de Carga,25 DE MAYO 0 0
908,-34.56426,-58.68314, 08:00 a 21:00 hs,Centro de Carga,AVENIDA SENADOR MORÓN 1447
909,-34.59821,-58.72138, 08:00 a 21:00 hs,Centro de Carga,DURAND 1061
910,-34.56183,-58.68077, 08:00 a 20:00 hs,Centro de Carga,AVENIDA MATTALDI 1052
911,-34.47964,-58.58213, 09:00 a 18:00 hs,Centro de Carga,CARLOS TEJEDOR 2727
912,-34.53675,-58.69585, 08:00 a 21:00 hs,Centro de Carga,AVELLANEDA 22
913,-34.62064,-58.56131, 08:00 a 20:00 hs,Centro de Carga,DAVID MAGDALENA 4019
914,-35.04824,-58.76803, 08:00 a 21:00 hs,Centro de Carga,LIBERTAD 1650
915,-34.60988,-58.40552, 08:00 a 21:00 hs,Centro de Carga,RIVADAVIA 2769
916,-34.65083,-58.5942, 07:00 a 13:30 hs 16:00 a 20:30 hs,Centro de Carga,EMILIO CASTRO 644
917,-34.63962,-58.58128, 10:00 a 19:00 hs,Centro de Carga,DR. LUIS GUEMES ESQ. DEFENSA 369
918,-34.61471,-58.64896, 08:00 a 23:30 hs,Centro de Carga,LEBENSHON 3886
919,-34.59195,-58.66832, 08:00 a 14:00 hs 17:00 a 23:00 hs,Centro de Carga,GIBRALTAR 3220
920,-34.37965,-58.73608, 08:00 a 20:00 hs,Centro de Carga,"PANAMERICANA KM 42,5 SN"
921,-34.70374,-58.58081, 08:00 a 22:00 hs,Centro de Carga,ROMA 3147
922,-34.70439,-58.58179, 09:00 a 13:00 hs,Centro de Carga,ISLAS MALVINAS 3135
923,-34.70427,-58.57997, 09:00 a 14:00 hs 16:00 a 18:00 hs,Centro de Carga,ROMA 3215
924,-34.7239,-58.58133, 08:00 a 22:00 hs,Centro de Carga,OTTO KRAUSE 775
925,-34.72219,-58.57983, 09:00 a 18:00 hs,Centro de Carga,FARDMAN 575
926,-34.70113,-58.58696, 09:00 a 18:00 hs,Centro de Carga,SEGUI 5912
927,-34.66094,-58.66998, 08:00 a 20:00 hs,Centro de Carga,AV. ING. C. RATTI 1860
928,-34.63802,-58.65536, 08:00 a 20:00 hs,Centro de Carga,SANTA ROSA 1972
929,-34.68102,-58.67188, 08:00 a 20:00 hs,Centro de Carga,BELTRAN 2422
930,-34.6657,-58.66227, 09:00 a 12:00 hs,Centro de Carga,BLAS PARERA 650
931,-34.65808,-58.69577, 07:00 a 21:00 hs,Centro de Carga,POSTA DE PARDO 3043
932,-34.62958,-58.66418, 09:00 a 13:00 hs 16:00 a 20:00 hs,Centro de Carga,CIPOLLETI 609
933,-34.66246,-58.67622, 08:00 a 14:00 hs 17:00 a 23:00 hs,Centro de Carga,MANSILLA 2103
934,-34.65877,-58.66609, 09:00 a 13:00 hs 16:00 a 20:00 hs,Centro de Carga,LAS HERAS 35
935,-34.59495,-58.63596, 07:30 a 20:00 hs,Centro de Carga,VERGARA 3960
936,-34.64249,-58.65667, 09:00 a 13:00 hs 16:00 a 20:00 hs,Centro de Carga,AV. SANTA ROSA 1514
937,-34.64782,-58.66463, 08:00 a 20:00 hs,Centro de Carga,BACACAY 402
938,-34.6582,-58.6663, 08:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,LAS HERAS 77
939,-34.63742,-58.70053, 07:30 a 20:00 hs,Centro de Carga,AV. INTENDENTE RATTI 3346
940,-34.59523,-58.71101, 09:00 a 18:00 hs,Centro de Carga,ESPERANZA 2576
941,-34.63372,-58.69979, 10:00 a 18:00 hs,Centro de Carga,CERRITO 1497
942,-34.52296,-58.80243, 08:00 a 20:00 hs 15:30 a 20:30 hs,Centro de Carga,AV SAAVEDRA LAMAS 1112
943,-34.52723,-58.7824, 08:00 a 20:00 hs,Centro de Carga,AV CROACIA 349
944,-34.51467,-58.74254, 10:00 a 18:00 hs,Centro de Carga,POLONIA 1
945,-34.53726,-58.74095, 07:00 a 23:00 hs,Centro de Carga,GASPAR CAMPOS 4801
946,-34.54456,-58.76743, 08:00 a 20:30 hs,Centro de Carga,SARMIENTO 4562
947,-34.51966,-58.73718, 10:00 a 18:00 hs,Centro de Carga,MUÑOZ 4301
948,-34.53712,-58.74097, 08:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,GASPAR CAMPOS 4801
949,-34.53843,-58.79635, 08:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 2604
950,-34.51744,-58.74866, 08:00 a 14:00 hs 17:00 a 23:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 1484
951,-34.82893,-58.18313, 09:00 a 18:00 hs,Centro de Carga,AV. 413 1039
952,-34.69189,-58.49439, 06:00 a 23:00 hs,Centro de Carga,ESPAÑA 890
953,-34.85286,-58.07913, 06:00 a 21:00 hs,Centro de Carga,CAMINO CENTENTENARIO 871
954,-34.85286,-58.07913, 06:00 a 23:00 hs,Centro de Carga,CNO CENTENARIO-TERM OMNIBUS LA PLAT 871
955,-34.61585,-58.46474, 09:00 a 23:00 hs,Centro de Carga,GAONA AV. 2721
956,-34.60374,-58.47148, 08:00 a 20:00 hs,Centro de Carga,ALVAREZ JONTE 1984
957,-34.60877,-58.68837, 08:00 a 20:00 hs,Centro de Carga,DE LA TRADICION 495
958,-34.68548,-58.46391, 08:00 a 20:00 hs,Centro de Carga,AV. SOLDADO DE LA FRONTERA 5251
959,-34.67846,-58.48644, 08:00 a 20:00 hs,Centro de Carga,AV. CASTAÑARES 6362
960,-34.67369,-58.47561, 08:00 a 20:00 hs,Centro de Carga,LARRAZABAL 3706
961,-34.66719,-58.48399, 08:00 a 20:00 hs,Centro de Carga,LARRAZABAL 3006
962,-34.66619,-58.47782, 08:00 a 20:00 hs,Centro de Carga,MIRALLA 3007
963,-34.66575,-58.48837, 08:00 a 20:00 hs,Centro de Carga,OLIDEN 2945
964,-34.65802,-58.47905, 09:00 a 22:00 hs,Centro de Carga,"AV. PERON, EVA 4946"
965,-34.67494,-58.46823, 08:00 a 20:00 hs,Centro de Carga,POLA 4066
966,-34.45314,-58.77435, 09:00 a 22:30 hs,Centro de Carga,PERON 1674
967,-34.45614,-58.78072, 09:00 a 22:00 hs,Centro de Carga,CATANEO 308
968,-34.45985,-58.77184, 07:30 a 13:00 hs 15:00 a 21:00 hs,Centro de Carga,R. E.DE SAN MARTIN 1171
969,-34.46083,-58.77436, 08:00 a 14:00 hs 17:00 a 23:00 hs,Centro de Carga,HIPOLITO IRIGOYEN 454
970,-34.89388,-58.04081, 07:00 a 22:00 hs,Centro de Carga,CALLE 485 ENTRE 134 Y 135 SN
971,-34.87752,-58.00728, 07:00 a 19:00 hs,Centro de Carga,CALLE 10 ENTRE 501 Y 502 3326
972,-34.69038,-58.82255, 07:00 a 17:00 hs,Centro de Carga,"GRANADA 213, MANZANA 12 CASA 213 213"
973,-34.49243,-58.499, 10:00 a 19:00 hs,Centro de Carga,AV.SANTA FE 2349
974,-34.58738,-58.59355, 08:00 a 22:00 hs,Centro de Carga,PTE. PERON 7055
975,-34.63352,-58.61283, 09:00 a 13:30 hs 16:00 a 20:30 hs,Centro de Carga,PTE PERON 6919
976,-34.59103,-58.58523, 10:00 a 18:00 hs,Centro de Carga,LEANDRO N. ALEM 6226
977,-34.58739,-58.58497, 10:00 a 18:00 hs,Centro de Carga,SAN GUILLERMO 6485
978,-34.66399,-58.51487, 08:00 a 20:00 hs,Centro de Carga,AV. GRAL PAZ 12950
979,-34.65372,-58.5047, 09:00 a 18:00 hs,Centro de Carga,AV. JUAN B. ALBERDI 6104
980,-34.38295,-58.83521, 08:00 a 18:00 hs,Centro de Carga,SARMIENTO 1191
981,-34.95238,-58.05044, 07:00 a 19:00 hs,Centro de Carga,CALLE 520 ENTRE 172 Y 173 7757
982,-34.67047,-58.72509, 09:00 a 19:00 hs,Centro de Carga,AV. DEL LIBERTADOR 371
983,-34.67834,-58.7114, 09:00 a 18:00 hs,Centro de Carga,CAMINO REAL (EX V. VERGARA) 901
984,-34.68936,-58.73441, 09:00 a 18:00 hs,Centro de Carga,AV SAN  MARTÍN 3419
985,-34.69034,-58.71498, 09:00 a 18:00 hs,Centro de Carga,LOURDES 125
986,-34.66621,-58.757, 09:00 a 18:00 hs,Centro de Carga,BILBAO 707
987,-34.67237,-58.72424, 10:00 a 18:00 hs,Centro de Carga,AVENIDA DEL LIBERTADOR 206
988,-34.66481,-58.72836, 10:00 a 18:00 hs,Centro de Carga,JUNCAL 890
989,-34.60516,-58.4102, 09:00 a 18:00 hs,Centro de Carga,VALENTIN GOMEZ 3159
990,-34.74817,-58.41135, 09:00 a 19:00 hs,Centro de Carga,LAS HERAS 1163
991,-34.58395,-58.41254, 08:00 a 20:00 hs,Centro de Carga,ARAOZ 2797
992,-34.56656,-58.43432, 08:00 a 20:00 hs,Centro de Carga,JORGE NEWBERY 1626
993,-34.58548,-58.41666, 08:00 a 22:00 hs,Centro de Carga,SCALABRINI ORTIZ 2446
994,-34.58091,-58.40703, 08:00 a 20:00 hs,Centro de Carga,CERVIÑO 3373
995,-34.59628,-58.41988, 08:00 a 21:00 hs,Centro de Carga,JOSE A CABRERA 3802
996,-34.58475,-58.41632, 08:00 a 20:00 hs,Centro de Carga,SANTA FE 3751
997,-34.58548,-58.41666, 08:00 a 22:00 hs,Centro de Carga,SCALABRINI ORTIZ 2446
998,-34.5884,-58.41097, 08:00 a 21:00 hs,Centro de Carga,STE FE 3253 -BELGRANO 137  NºS01 3253
999,-34.60398,-58.41825, 06:00 a 23:00 hs,Centro de Carga,GUEMES 4098
1000,-34.58775,-58.42044, 06:00 a 23:00 hs,Centro de Carga,SCALABRINI ORTIZ 2090
